year,council,income,Roading,Transportation,Water supply,Wastewater,Solid waste/refuse,Environmental protection,Culture,Recreation and sport,Property,Emergency management,Planning and regulation,Community development,Economic development,Governance,Council support services,Other activities,Total
2014,South Wairarapa District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,South Wairarapa District Council,Sales and other operating income,351,0,108,96,0,0,0,17,235,5,103,0,0,1,25,33,974
2014,South Wairarapa District Council,Total operating income,4675,0,2451,1683,1369,0,664,685,720,303,1820,143,142,636,813,33,16137
2014,South Wairarapa District Council,Employee costs,1,0,17,30,6,0,233,42,13,1,862,3,10,247,1218,0,2683
2014,South Wairarapa District Council,Depreciation and amortisation,2427,0,831,462,46,0,181,96,56,1,19,0,0,6,97,0,4222
2014,South Wairarapa District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,82,5,0,0,0,0,130,23,17,29,286
2014,South Wairarapa District Council,Interest expenditure,90,0,134,377,0,0,0,17,0,0,0,0,0,0,90,0,708
2014,South Wairarapa District Council,Purchases and other operating expenditure,3067,0,1113,517,1130,0,70,805,538,277,233,123,0,110,867,0,8850
2014,South Wairarapa District Council,Total operating expenditure,5585,0,2095,1386,1182,0,566,965,607,279,1114,126,140,386,2289,29,16749
2014,South Wairarapa District Council,Operating surplus/deficit,-910,0,356,297,187,0,98,-280,113,24,706,17,2,250,-1476,4,-612
2014,Southland District Council,Rates,12828,295,2706,3648,4106,0,1337,1356,644,310,2026,2544,0,1825,5302,577,39504
2014,Southland District Council,Regulatory income and petrol tax,339,5,0,0,0,0,0,0,0,0,1411,0,0,0,424,0,2179
2014,Southland District Council,"Current grants, subsidies, and donations income",6415,0,161,0,0,0,17,28,56,0,0,125,0,1,7,83,6893
2014,Southland District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,377
2014,Southland District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Southland District Council,Sales and other operating income,295,81,271,161,285,0,31,56,686,0,487,417,0,145,269,4695,7879
2014,Southland District Council,Total operating income,19877,381,3138,3809,4391,0,1385,1440,1386,310,3924,3086,0,1971,6379,5355,56832
2014,Southland District Council,Employee costs,409,0,0,0,214,0,687,0,321,0,1984,62,0,372,5044,1496,10589
2014,Southland District Council,Depreciation and amortisation,14620,561,1321,2142,115,0,198,124,436,0,56,12,0,33,497,179,20294
2014,Southland District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,190,226,1,3012,0,91,434,0,3954
2014,Southland District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
2014,Southland District Council,Purchases and other operating expenditure,11024,148,1873,1512,2859,0,243,1116,1641,1,751,33,0,1052,3881,3056,29190
2014,Southland District Council,Total operating expenditure,26053,709,3194,3654,3188,0,1128,1240,2588,227,2792,3119,0,1548,9877,4731,64048
2014,Southland District Council,Operating surplus/deficit,-6176,-328,-56,155,1203,0,257,200,-1202,83,1132,-33,0,423,-3498,624,-7216
2014,Southland Regional Council,Rates,0,0,0,0,0,6438,0,0,0,0,1378,0,0,1075,3968,0,12859
2014,Southland Regional Council,Regulatory income and petrol tax,0,0,0,0,0,588,0,0,0,0,3495,0,0,0,139,0,4222
2014,Southland Regional Council,"Current grants, subsidies, and donations income",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
2014,Southland Regional Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59
2014,Southland Regional Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,3750
2014,Southland Regional Council,Sales and other operating income,0,275,0,0,0,1895,0,0,694,543,0,0,0,0,1503,0,4910
2014,Southland Regional Council,Total operating income,0,275,0,0,0,8921,0,0,694,543,4885,0,0,1075,9419,0,25812
2014,Southland Regional Council,Employee costs,0,0,0,0,0,5255,0,0,66,303,2402,0,0,447,3265,0,11738
2014,Southland Regional Council,Depreciation and amortisation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,679
2014,Southland Regional Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,372,0,0,0,6,1141,0,0,45,0,0,1564
2014,Southland Regional Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59
2014,Southland Regional Council,Purchases and other operating expenditure,0,0,0,0,0,6991,0,0,767,246,2591,0,0,288,2886,0,13769
2014,Southland Regional Council,Total operating expenditure,0,0,0,0,0,12618,0,0,833,555,6134,0,0,780,6889,0,27809
2014,Southland Regional Council,Operating surplus/deficit,0,275,0,0,0,-3697,0,0,-139,-12,-1249,0,0,295,2530,0,-1997
2014,Stratford District Council,Rates,3278,0,1182,691,708,0,420,925,347,100,598,322,580,785,100,142,10178
2014,Stratford District Council,Regulatory income and petrol tax,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2014,Stratford District Council,"Current grants, subsidies, and donations income",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310
2014,Stratford District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,242
2014,Stratford District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Stratford District Council,Sales and other operating income,63,0,361,60,55,0,18,168,720,0,434,21,99,0,0,392,2391
2014,Stratford District Council,Total operating income,4718,0,1543,751,763,0,438,1093,1067,100,1032,343,679,785,342,534,14188
2014,Stratford District Council,Employee costs,0,0,0,0,0,0,181,216,0,0,350,99,246,0,1501,144,2737
2014,Stratford District Council,Depreciation and amortisation,2547,0,207,158,20,0,83,134,376,1,0,0,7,0,283,4,3820
2014,Stratford District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,134
2014,Stratford District Council,Interest expenditure,0,0,218,0,0,0,0,0,0,0,0,0,0,0,80,0,298
2014,Stratford District Council,Purchases and other operating expenditure,2855,0,766,289,580,0,144,758,579,65,312,175,220,352,26,630,7751
2014,Stratford District Council,Total operating expenditure,5402,0,1191,447,600,0,408,1108,955,66,662,274,473,352,2024,778,14740
2014,Stratford District Council,Operating surplus/deficit,-684,0,352,304,163,0,30,-15,112,34,370,69,206,433,-1682,-244,-552
2014,Taranaki Regional Council,Rates,0,1001,0,0,0,4701,84,1783,0,186,618,0,0,460,167,0,9000
2014,Taranaki Regional Council,Regulatory income and petrol tax,0,0,0,0,0,2834,0,0,0,0,1077,0,0,0,0,0,3911
2014,Taranaki Regional Council,"Current grants, subsidies, and donations income",0,1419,0,0,0,203,0,0,0,44,0,0,0,0,0,0,1666
2014,Taranaki Regional Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,1003
2014,Taranaki Regional Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,3700
2014,Taranaki Regional Council,Sales and other operating income,0,1003,0,0,0,1743,0,185,0,339,19,0,0,0,942,0,4231
2014,Taranaki Regional Council,Total operating income,0,3423,0,0,0,9481,84,1968,0,569,1714,0,0,460,5812,0,23511
2014,Taranaki Regional Council,Employee costs,0,178,0,0,0,4862,0,885,0,241,1024,0,0,449,2734,0,10373
2014,Taranaki Regional Council,Depreciation and amortisation,0,5,0,0,0,462,0,245,0,37,22,0,0,14,566,0,1351
2014,Taranaki Regional Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,70,150,876,0,0,0,0,0,0,0,0,1096
2014,Taranaki Regional Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Taranaki Regional Council,Purchases and other operating expenditure,0,3060,0,0,0,3204,0,321,0,141,207,0,0,147,3067,0,10147
2014,Taranaki Regional Council,Total operating expenditure,0,3243,0,0,0,8598,150,2327,0,419,1253,0,0,610,6367,0,22967
2014,Taranaki Regional Council,Operating surplus/deficit,0,180,0,0,0,883,-66,-359,0,150,461,0,0,-150,-555,0,544
2014,Tararua District Council,Rates,7463,0,1530,2803,1209,0,938,1225,1165,436,716,336,460,1206,339,0,19826
2014,Tararua District Council,Regulatory income and petrol tax,158,0,0,0,0,0,0,0,0,24,616,0,0,0,291,0,1089
2014,Tararua District Council,"Current grants, subsidies, and donations income",3979,0,0,0,64,0,0,0,6,7,0,31,0,0,0,0,4087
2014,Tararua District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,372
2014,Tararua District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,234
2014,Tararua District Council,Sales and other operating income,404,0,482,72,454,0,45,197,1110,0,21,17,0,0,0,618,3420
2014,Tararua District Council,Total operating income,12004,0,2012,2875,1727,0,983,1422,2281,467,1353,384,460,1206,1236,618,29028
2014,Tararua District Council,Employee costs,833,0,114,161,28,0,405,45,75,77,666,0,189,147,2193,0,4933
2014,Tararua District Council,Depreciation and amortisation,7257,0,1003,956,82,0,0,0,1904,89,0,0,5,4,0,0,11300
2014,Tararua District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,3,8,0,0,14,55,566,0,646
2014,Tararua District Council,Interest expenditure,0,0,0,0,63,0,0,0,0,0,0,0,0,0,434,0,497
2014,Tararua District Council,Purchases and other operating expenditure,8351,18,594,588,1311,0,120,945,921,180,264,0,183,739,617,113,14944
2014,Tararua District Council,Total operating expenditure,16441,18,1711,1705,1484,0,525,990,2903,354,930,0,391,945,3810,113,32320
2014,Tararua District Council,Operating surplus/deficit,-4437,-18,301,1170,243,0,458,432,-622,113,423,384,69,261,-2574,505,-3292
2014,Tasman District Council,Rates,9619,28,1713,12335,2583,4882,5024,8069,708,885,4363,0,0,4212,1325,830,56576
2014,Tasman District Council,Regulatory income and petrol tax,353,66,0,0,0,6,0,0,0,0,4354,0,0,0,263,0,5042
2014,Tasman District Council,"Current grants, subsidies, and donations income",3952,0,0,0,0,158,97,170,0,59,1,0,0,0,0,0,4437
2014,Tasman District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,343
2014,Tasman District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5485,0,5485
2014,Tasman District Council,Sales and other operating income,448,93,7409,1079,4035,732,412,458,1675,269,2328,0,0,171,0,3532,22641
2014,Tasman District Council,Total operating income,14372,187,9122,13414,6618,5778,5533,8697,2383,1213,11046,0,0,4383,7416,4362,94524
2014,Tasman District Council,Employee costs,477,8,331,370,157,838,1112,287,204,17,4077,0,0,785,8799,16,17478
2014,Tasman District Council,Depreciation and amortisation,8862,63,2455,3566,251,53,377,2888,1050,15,150,0,0,33,973,706,21442
2014,Tasman District Council,"Current grants, subsidies, and donations expenditure",2,14,0,0,2,0,510,289,0,0,0,0,0,546,227,0,1590
2014,Tasman District Council,Interest expenditure,1672,4,1247,2341,357,45,222,1178,274,0,4,0,0,109,146,457,8056
2014,Tasman District Council,Purchases and other operating expenditure,8651,150,3152,3776,4526,2924,1746,4725,1253,801,2760,0,0,1577,8719,2410,47170
2014,Tasman District Council,Total operating expenditure,19664,239,7185,10053,5293,3860,3967,9367,2781,833,6991,0,0,3050,18864,3589,95736
2014,Tasman District Council,Operating surplus/deficit,-5292,-52,1937,3361,1325,1918,1566,-670,-398,380,4055,0,0,1333,-11448,773,-1212
2014,Taupo District Council,Rates,7248,140,6559,12680,2005,1487,3220,7820,565,497,2332,814,2714,4992,1803,691,55567
2014,Taupo District Council,Regulatory income and petrol tax,375,355,0,0,0,0,14,0,0,0,1755,0,0,0,628,0,3127
2014,Taupo District Council,"Current grants, subsidies, and donations income",1266,0,0,0,121,0,24,147,0,2,0,157,0,0,0,0,1717
2014,Taupo District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767,0,3767
2014,Taupo District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,158
2014,Taupo District Council,Sales and other operating income,167,0,1302,1312,2161,0,335,1611,660,34,12,132,2,72,363,105,8268
2014,Taupo District Council,Total operating income,9056,495,7861,13992,4287,1487,3593,9578,1225,533,4099,1103,2716,5064,6719,796,72604
2014,Taupo District Council,Employee costs,278,63,453,361,233,0,1484,3826,32,157,1579,148,152,0,9378,343,18487
2014,Taupo District Council,Depreciation and amortisation,6639,40,2375,5509,211,0,819,2621,703,69,89,31,4,9,718,146,19983
2014,Taupo District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,388,0,0,0,1,594,20,4,668,0,1675
2014,Taupo District Council,Interest expenditure,2219,16,2018,2933,253,0,268,1419,1185,0,56,0,40,0,97,182,10686
2014,Taupo District Council,Purchases and other operating expenditure,3109,94,1948,3762,2974,4290,732,2349,510,132,994,203,2287,784,6226,230,30624
2014,Taupo District Council,Total operating expenditure,12245,213,6794,12565,3671,4290,3691,10215,2430,358,2719,976,2503,797,17087,901,81455
2014,Taupo District Council,Operating surplus/deficit,-3189,282,1067,1427,616,-2803,-98,-637,-1205,175,1380,127,213,4267,-10368,-105,-8851
2014,Tauranga City Council,Rates,17032,0,1411,32875,1718,0,10538,25884,949,845,4773,155,2076,2340,7452,0,108048
2014,Tauranga City Council,Regulatory income and petrol tax,843,513,19,0,0,0,0,263,0,0,2661,0,0,0,763,0,5062
2014,Tauranga City Council,"Current grants, subsidies, and donations income",5996,16,0,0,646,0,140,365,0,0,282,0,0,0,0,16,7461
2014,Tauranga City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048,0,4048
2014,Tauranga City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,413
2014,Tauranga City Council,Sales and other operating income,3765,8117,16686,1139,820,0,1279,1216,7228,0,4659,0,2,186,3318,0,48415
2014,Tauranga City Council,Total operating income,27636,8646,18116,34014,3184,0,11957,27728,8177,845,12375,155,2078,2526,15994,16,173447
2014,Tauranga City Council,Employee costs,860,797,1089,1487,286,0,4062,1133,1539,279,6765,0,0,1320,12883,2017,34517
2014,Tauranga City Council,Depreciation and amortisation,10290,1422,6254,10347,157,0,2265,6598,1320,0,87,0,0,4,2396,2,41142
2014,Tauranga City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,6554,0,314,0,0,0,14,2612,0,9494
2014,Tauranga City Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19660,0,19660
2014,Tauranga City Council,Purchases and other operating expenditure,12607,1149,8543,7491,1863,0,2250,11842,3706,99,1926,-103,1875,516,5792,-703,58853
2014,Tauranga City Council,Total operating expenditure,23757,3368,15886,19325,2306,0,8577,26127,6565,692,8778,-103,1875,1854,43343,1316,163666
2014,Tauranga City Council,Operating surplus/deficit,3879,5278,2230,14689,878,0,3380,1601,1612,153,3597,258,203,672,-27349,-1300,9781
2014,Thames-Coromandel District Council,Rates,3796,0,7233,16864,3348,21,207,0,932,432,2885,1960,1170,2861,474,13066,55249
2014,Thames-Coromandel District Council,Regulatory income and petrol tax,386,0,0,0,0,0,0,0,0,0,3785,0,0,0,837,648,5656
2014,Thames-Coromandel District Council,"Current grants, subsidies, and donations income",801,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,811
2014,Thames-Coromandel District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29
2014,Thames-Coromandel District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2014,Thames-Coromandel District Council,Sales and other operating income,235,0,1229,113,2049,0,73,670,264,0,947,21,292,0,173,0,6066
2014,Thames-Coromandel District Council,Total operating income,5218,0,8462,16977,5397,21,280,670,1196,432,7617,1991,1462,2861,1519,13714,67817
2014,Thames-Coromandel District Council,Employee costs,0,0,0,0,0,0,407,284,0,7,951,0,0,0,12738,0,14387
2014,Thames-Coromandel District Council,Depreciation and amortisation,5987,0,2860,6195,188,0,269,1241,528,35,27,21,52,10,1192,0,18605
2014,Thames-Coromandel District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,72,0,98,197,0,470,705,1,474,0,2017
2014,Thames-Coromandel District Council,Interest expenditure,153,0,341,1994,38,0,2,211,35,0,22,13,0,71,0,0,2880
2014,Thames-Coromandel District Council,Purchases and other operating expenditure,6258,0,4858,6349,5017,9,176,3463,1119,221,2546,896,284,882,3244,0,35322
2014,Thames-Coromandel District Council,Total operating expenditure,12398,0,8059,14538,5243,9,926,5199,1780,460,3546,1400,1041,964,17648,0,73211
2014,Thames-Coromandel District Council,Operating surplus/deficit,-7180,0,403,2439,154,12,-646,-4529,-584,-28,4071,591,421,1897,-16129,13714,-5394
2014,Timaru District Council,Rates,0,0,930,0,0,0,0,0,0,0,0,0,0,0,40250,0,41180
2014,Timaru District Council,Regulatory income and petrol tax,479,835,0,0,0,0,0,0,0,0,2806,0,0,0,514,0,4634
2014,Timaru District Council,"Current grants, subsidies, and donations income",7887,0,0,0,139,0,85,105,0,0,0,139,0,0,0,0,8355
2014,Timaru District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,0,2450
2014,Timaru District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,0,2138
2014,Timaru District Council,Sales and other operating income,311,305,1646,2640,2296,0,257,2897,1779,0,357,0,0,2,608,0,13098
2014,Timaru District Council,Total operating income,8677,1140,2576,2640,2435,0,342,3002,1779,0,3163,139,0,2,45960,0,71855
2014,Timaru District Council,Employee costs,939,170,244,228,264,0,1794,1911,0,92,2156,166,0,183,5679,0,13826
2014,Timaru District Council,Depreciation and amortisation,4581,180,2218,3453,426,0,730,1601,316,48,1,0,0,805,0,0,14359
2014,Timaru District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,122,0,545,720,39,138,0,1564
2014,Timaru District Council,Interest expenditure,328,260,119,2755,298,0,0,826,0,0,0,0,0,188,0,0,4774
2014,Timaru District Council,Purchases and other operating expenditure,6100,553,2882,1713,5208,0,1385,4459,1526,84,640,14,1,4211,43,0,28819
2014,Timaru District Council,Total operating expenditure,11948,1163,5463,8149,6196,0,3909,8797,1842,346,2797,725,721,5426,5860,0,63342
2014,Timaru District Council,Operating surplus/deficit,-3271,-23,-2887,-5509,-3761,0,-3567,-5795,-63,-346,366,-586,-721,-5424,40100,0,8513
2014,Upper Hutt City Council,Rates,5182,0,4772,7754,-480,0,3202,3578,77,508,2343,853,949,0,2311,0,31049
2014,Upper Hutt City Council,Regulatory income and petrol tax,138,0,0,0,0,0,0,0,0,0,2071,0,0,0,209,0,2418
2014,Upper Hutt City Council,"Current grants, subsidies, and donations income",2026,0,0,0,0,0,0,0,0,40,0,321,0,0,0,0,2387
2014,Upper Hutt City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192
2014,Upper Hutt City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Upper Hutt City Council,Sales and other operating income,31,0,27,1268,625,0,139,1410,451,87,0,9,5,0,378,0,4430
2014,Upper Hutt City Council,Total operating income,7377,0,4799,9022,145,0,3341,4988,528,635,4414,1183,954,0,3090,0,40476
2014,Upper Hutt City Council,Employee costs,150,0,0,0,0,0,1175,977,57,0,1428,515,331,0,4533,0,9166
2014,Upper Hutt City Council,Depreciation and amortisation,4117,0,1596,4617,0,0,730,911,29,24,0,0,1,0,50,0,12075
2014,Upper Hutt City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,491,0,0,0,0,0,0,0,80,0,571
2014,Upper Hutt City Council,Interest expenditure,271,0,30,711,0,0,60,157,53,0,49,0,0,0,4,0,1335
2014,Upper Hutt City Council,Purchases and other operating expenditure,2300,0,4222,4717,39,0,714,2945,232,441,1241,321,444,0,3817,0,21433
2014,Upper Hutt City Council,Total operating expenditure,6838,0,5848,10045,39,0,3170,4990,371,465,2718,836,776,0,8484,0,44580
